SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
-0.7769105770626709,1.0286112808972347,-1.2801181856236823,-1.3085928194379575,Iris-setosa
-0.7769105770626709,0.7979809488574962,-1.3367940202882491,-1.3085928194379575,Iris-setosa
-1.3807270877331406,0.33672028477801885,-1.2234423509591155,-1.3085928194379575,Iris-setosa
-1.259963785599047,0.10608995273827987,-1.2234423509591155,-1.3085928194379575,Iris-setosa
-0.5353839727944828,0.7979809488574962,-1.2801181856236823,-1.0465248315665374,Iris-setosa
-0.7769105770626709,2.412393273135667,-1.2801181856236823,-1.4396268133736676,Iris-setosa
-0.4146206706603892,2.643023605175407,-1.3367940202882491,-1.3085928194379575,Iris-setosa
-1.1392004834649525,0.10608995273827987,-1.2801181856236823,-1.4396268133736676,Iris-setosa
-1.018437181330859,0.33672028477801885,-1.450145689617383,-1.3085928194379575,Iris-setosa
-0.4146206706603892,1.0286112808972347,-1.393469854952816,-1.3085928194379575,Iris-setosa
-1.1392004834649525,0.10608995273827987,-1.2801181856236823,-1.4396268133736676,Iris-setosa
-1.7430169941354225,-0.1245403793014591,-1.393469854952816,-1.3085928194379575,Iris-setosa
-0.8976738791967656,0.7979809488574962,-1.2801181856236823,-1.3085928194379575,Iris-setosa
-1.018437181330859,1.0286112808972347,-1.393469854952816,-1.1775588255022476,Iris-setosa
-1.622253692001329,-1.7389527035796315,-1.393469854952816,-1.1775588255022476,Iris-setosa
-1.7430169941354225,0.33672028477801885,-1.393469854952816,-1.3085928194379575,Iris-setosa
-1.018437181330859,1.0286112808972347,-1.2234423509591155,-0.7844568436951173,Iris-setosa
-0.8976738791967656,1.7205022770164506,-1.053414846965415,-1.0465248315665374,Iris-setosa
-1.259963785599047,-0.1245403793014591,-1.3367940202882491,-1.1775588255022476,Iris-setosa
-0.8976738791967656,1.7205022770164506,-1.2234423509591155,-1.3085928194379575,Iris-setosa
-1.5014903898672354,0.33672028477801885,-1.3367940202882491,-1.3085928194379575,Iris-setosa
-0.6561472749285773,1.4898719449767126,-1.2801181856236823,-1.3085928194379575,Iris-setosa
-1.018437181330859,0.5673506168177569,-1.3367940202882491,-1.3085928194379575,Iris-setosa
1.3968288613510202,0.33672028477801885,0.5335085236424562,0.26381510779056294,Iris-versicolor
0.672249048546457,0.33672028477801885,0.42015685431332245,0.3948491017262732,Iris-versicolor
1.2760655592169268,0.10608995273827987,0.6468601929715899,0.3948491017262732,Iris-versicolor
-0.4146206706603892,-1.7389527035796315,0.13677768099048832,0.132781113854853,Iris-versicolor
0.7930123506805505,-0.5858010433809373,0.4768326889778891,0.3948491017262732,Iris-versicolor
-0.17309406639220087,-0.5858010433809373,0.42015685431332245,0.132781113854853,Iris-versicolor
0.5514857464123625,0.5673506168177569,0.5335085236424562,0.5258830956619831,Iris-versicolor
-1.1392004834649525,-1.5083223715398926,-0.2599531616614795,-0.26032086795227716,Iris-versicolor
0.9137756528146441,-0.3551707113411984,0.4768326889778891,0.132781113854853,Iris-versicolor
-0.7769105770626709,-0.8164313754206753,0.08010184632592146,0.26381510779056294,Iris-versicolor
-1.018437181330859,-2.4308436996988476,-0.1466014923323458,-0.26032086795227716,Iris-versicolor
0.06843253787598724,-0.1245403793014591,0.250129350319622,0.3948491017262732,Iris-versicolor
0.1891958400100808,-1.9695830356193693,0.13677768099048832,-0.26032086795227716,Iris-versicolor
0.30995914214417436,-0.3551707113411984,0.5335085236424562,0.26381510779056294,Iris-versicolor
-0.2938573685262956,-0.3551707113411984,-0.08992565766777894,0.132781113854853,Iris-versicolor
1.0345389549487387,0.10608995273827987,0.3634810196487558,0.26381510779056294,Iris-versicolor
-0.2938573685262956,-0.1245403793014591,0.42015685431332245,0.3948491017262732,Iris-versicolor
-0.052330764258107294,-0.8164313754206753,0.193453515655055,-0.26032086795227716,Iris-versicolor
0.4307224442782689,-1.9695830356193693,0.42015685431332245,0.3948491017262732,Iris-versicolor
-0.2938573685262956,-1.2776920395001532,0.08010184632592146,-0.12928687401656702,Iris-versicolor
0.06843253787598724,0.33672028477801885,0.5901843583070229,0.7879510835334034,Iris-versicolor
0.30995914214417436,-0.5858010433809373,0.13677768099048832,0.132781113854853,Iris-versicolor
0.5514857464123625,-1.2776920395001532,0.6468601929715899,0.3948491017262732,Iris-versicolor
0.30995914214417436,-0.5858010433809373,0.5335085236424562,0.001747119919142899,Iris-versicolor
0.672249048546457,-0.3551707113411984,0.30680518498418874,0.132781113854853,Iris-versicolor
0.9137756528146441,-0.1245403793014591,0.3634810196487558,0.26381510779056294,Iris-versicolor
1.1553022570828322,-0.5858010433809373,0.5901843583070229,0.26381510779056294,Iris-versicolor
1.0345389549487387,-0.1245403793014591,0.7035360276361565,0.656917089597693,Iris-versicolor
0.1891958400100808,-0.3551707113411984,0.42015685431332245,0.3948491017262732,Iris-versicolor
-0.17309406639220087,-1.0470617074604143,-0.1466014923323458,-0.26032086795227716,Iris-versicolor
-0.4146206706603892,-1.5083223715398926,0.0234260116613546,-0.12928687401656702,Iris-versicolor
-0.4146206706603892,-1.5083223715398926,-0.033249823003212074,-0.26032086795227716,Iris-versicolor
-0.052330764258107294,-0.8164313754206753,0.08010184632592146,0.001747119919142899,Iris-versicolor
0.1891958400100808,-0.8164313754206753,0.7602118623007232,0.5258830956619831,Iris-versicolor
-0.5353839727944828,-0.1245403793014591,0.42015685431332245,0.3948491017262732,Iris-versicolor
0.1891958400100808,0.7979809488574962,0.42015685431332245,0.5258830956619831,Iris-versicolor
1.0345389549487387,0.10608995273827987,0.5335085236424562,0.3948491017262732,Iris-versicolor
0.5514857464123625,-1.7389527035796315,0.3634810196487558,0.132781113854853,Iris-versicolor
-0.2938573685262956,-0.1245403793014591,0.193453515655055,0.132781113854853,Iris-versicolor
-0.4146206706603892,-1.2776920395001532,0.13677768099048832,0.132781113854853,Iris-versicolor
-0.4146206706603892,-1.0470617074604143,0.3634810196487558,0.001747119919142899,Iris-versicolor
0.30995914214417436,-0.1245403793014591,0.4768326889778891,0.26381510779056294,Iris-versicolor
-0.052330764258107294,-1.0470617074604143,0.13677768099048832,0.001747119919142899,Iris-versicolor
-1.018437181330859,-1.7389527035796315,-0.2599531616614795,-0.26032086795227716,Iris-versicolor
-0.2938573685262956,-0.8164313754206753,0.250129350319622,0.132781113854853,Iris-versicolor
-0.17309406639220087,-0.1245403793014591,0.250129350319622,0.001747119919142899,Iris-versicolor
-0.17309406639220087,-0.3551707113411984,0.250129350319622,0.132781113854853,Iris-versicolor
0.4307224442782689,-0.3551707113411984,0.30680518498418874,0.132781113854853,Iris-versicolor
-0.8976738791967656,-1.2776920395001532,-0.42998066565517995,-0.12928687401656702,Iris-versicolor
-0.17309406639220087,-0.5858010433809373,0.193453515655055,0.132781113854853,Iris-versicolor
0.5514857464123625,0.5673506168177569,1.270294374281825,1.7051890410833734,Iris-virginica
-0.052330764258107294,-0.8164313754206753,0.7602118623007232,0.9189850774691133,Iris-virginica
1.517592163485114,-0.1245403793014591,1.213618539617258,1.1810530653405336,Iris-virginica
0.5514857464123625,-0.3551707113411984,1.0435910356235574,0.7879510835334034,Iris-virginica
0.7930123506805505,-0.1245403793014591,1.156942704952691,1.3120870592762437,Iris-virginica
2.121408674155584,-0.1245403793014591,1.6103493822692256,1.1810530653405336,Iris-virginica
-1.1392004834649525,-1.2776920395001532,0.42015685431332245,0.656917089597693,Iris-virginica
1.7591187677533024,-0.3551707113411984,1.4403218782755252,0.7879510835334034,Iris-virginica
1.0345389549487387,-1.2776920395001532,1.156942704952691,0.7879510835334034,Iris-virginica
1.638355465619209,1.2592416129369741,1.3269702089463915,1.7051890410833734,Iris-virginica
0.7930123506805505,0.33672028477801885,0.7602118623007232,1.0500190714048232,Iris-virginica
0.672249048546457,-0.8164313754206753,0.873563531629857,0.9189850774691133,Iris-virginica
1.1553022570828322,-0.1245403793014591,0.9869152009589907,1.1810530653405336,Iris-virginica
-0.17309406639220087,-1.2776920395001532,0.7035360276361565,1.0500190714048232,Iris-virginica
-0.052330764258107294,-0.5858010433809373,0.7602118623007232,1.5741550471476633,Iris-virginica
0.672249048546457,0.33672028477801885,0.873563531629857,1.4431210532119534,Iris-virginica
0.7930123506805505,-0.1245403793014591,0.9869152009589907,0.7879510835334034,Iris-virginica
2.242171976289679,1.7205022770164506,1.6670252169337927,1.3120870592762437,Iris-virginica
2.242171976289679,-1.0470617074604143,1.7803768862629266,1.4431210532119534,Iris-virginica
0.1891958400100808,-1.9695830356193693,0.7035360276361565,0.3948491017262732,Iris-virginica
1.2760655592169268,0.33672028477801885,1.1002668702881244,1.4431210532119534,Iris-virginica
-0.2938573685262956,-0.5858010433809373,0.6468601929715899,1.0500190714048232,Iris-virginica
2.242171976289679,-0.5858010433809373,1.6670252169337927,1.0500190714048232,Iris-virginica
0.5514857464123625,-0.8164313754206753,0.6468601929715899,0.7879510835334034,Iris-virginica
1.0345389549487387,0.5673506168177569,1.1002668702881244,1.1810530653405336,Iris-virginica
1.638355465619209,0.33672028477801885,1.270294374281825,0.7879510835334034,Iris-virginica
0.4307224442782689,-0.5858010433809373,0.5901843583070229,0.7879510835334034,Iris-virginica
0.30995914214417436,-0.1245403793014591,0.6468601929715899,0.7879510835334034,Iris-virginica
0.672249048546457,-0.5858010433809373,1.0435910356235574,1.1810530653405336,Iris-virginica
1.638355465619209,-0.1245403793014591,1.156942704952691,0.5258830956619831,Iris-virginica
1.879882069887397,-0.5858010433809373,1.3269702089463915,0.9189850774691133,Iris-virginica
2.483698580557867,1.7205022770164506,1.4969977129400922,1.0500190714048232,Iris-virginica
0.672249048546457,-0.5858010433809373,1.0435910356235574,1.3120870592762437,Iris-virginica
0.5514857464123625,-0.5858010433809373,0.7602118623007232,0.3948491017262732,Iris-virginica
0.30995914214417436,-1.0470617074604143,1.0435910356235574,0.26381510779056294,Iris-virginica
2.242171976289679,-0.1245403793014591,1.3269702089463915,1.4431210532119534,Iris-virginica
0.5514857464123625,0.7979809488574962,1.0435910356235574,1.5741550471476633,Iris-virginica
0.672249048546457,0.10608995273827987,0.9869152009589907,0.7879510835334034,Iris-virginica
0.1891958400100808,-0.1245403793014591,0.5901843583070229,0.7879510835334034,Iris-virginica
1.2760655592169268,0.10608995273827987,0.930239366294424,1.1810530653405336,Iris-virginica
1.0345389549487387,0.10608995273827987,1.0435910356235574,1.5741550471476633,Iris-virginica
1.2760655592169268,0.10608995273827987,0.7602118623007232,1.4431210532119534,Iris-virginica
-0.052330764258107294,-0.8164313754206753,0.7602118623007232,0.9189850774691133,Iris-virginica
1.1553022570828322,0.33672028477801885,1.213618539617258,1.4431210532119534,Iris-virginica
1.0345389549487387,0.5673506168177569,1.1002668702881244,1.7051890410833734,Iris-virginica
1.0345389549487387,-0.1245403793014591,0.8168876969652903,1.4431210532119534,Iris-virginica
0.5514857464123625,-1.2776920395001532,0.7035360276361565,0.9189850774691133,Iris-virginica
0.7930123506805505,-0.1245403793014591,0.8168876969652903,1.0500190714048232,Iris-virginica
0.4307224442782689,0.7979809488574962,0.930239366294424,1.4431210532119534,Iris-virginica
0.06843253787598724,-0.1245403793014591,0.7602118623007232,0.7879510835334034,Iris-virginica
